vlUnitario,vlTotal,cdMaterial,qtMaterial
0.903341666666666666666,1084.01000,6510,1200.00000
1.034166666666666666666,62.05000,6510,60.00000
0.822972222222222222222,296.27000,6510,360.00000
1.034166666666666666666,62.05000,6510,60.00000
1.458510416666666666666,1400.17000,6510,960.00000
1.353416666666666666666,162.41000,6510,120.00000
0.909166666666666666666,545.50000,6510,600.00000
1.422033333333333333333,1706.44000,6510,1200.00000
0.906642857142857142857,761.58000,6510,840.00000
0.904645833333333333333,434.23000,6510,480.00000
0.909166666666666666666,109.10000,6510,120.00000
0.905500000000000000000,108.66000,6510,120.00000
0.908130952380952380952,762.83000,6510,840.00000
0.909000000000000000000,9.09000,6510,10.00000
0.907150000000000000000,544.29000,6510,600.00000
10.000000000000000000000,10.00000,6510,1.00000
0.909166666666666666666,109.10000,6510,120.00000
0.086180555555555555555,37.23000,6510,36.00000
12.410000000000000000000,37.23000,6510,3.00000
1.095000000000000000000,131.40000,6510,120.00000
1.034166666666666666666,620.50000,6510,600.00000
0.605833333333333333333,763.35000,6510,1260.00000
0.086180555555555555555,49.64000,6510,48.00000
1.034166666666666666666,99.28000,6510,96.00000
10.910000000000000000000,1091.00000,6510,100.00000
0.605833333333333333333,610.68000,6510,1008.00000
1.034166666666666666666,397.12000,6510,384.00000
0.909166666666666666666,1636.50000,6510,1800.00000
0.909166666666666666666,1527.40000,6510,1680.00000
0.086180555555555555555,74.46000,6510,72.00000
1.034166666666666666666,397.12000,6510,384.00000
0.086180555555555555555,124.10000,6510,120.00000
10.910000000000000000000,9819.00000,6510,900.00000
1.034166666666666666666,868.70000,6510,840.00000
0.909166666666666666666,3054.80000,6510,3360.00000
1.034166666666666666666,794.24000,6510,768.00000
1.034166666666666666666,794.24000,6510,768.00000
1.034166666666666666666,794.24000,6510,768.00000
1.710000000000000000000,11388.60000,6510,6660.00000
1.070000000000000000000,51.36000,6510,48.00000
0.677500000000000000000,2845.50000,6510,4200.00000
1.030000000000000000000,457.32000,6510,444.00000
1.090000000000000000000,353.16000,6510,324.00000
0.666666666666666666666,32.00000,6510,48.00000
0.055555555555555555555,160.00000,6510,240.00000
1.034166666666666666666,148.92000,6510,144.00000
0.909166666666666666666,218.20000,6510,240.00000
0.677500000000000000000,105.69000,6510,156.00000
0.677500000000000000000,97.56000,6510,144.00000
1.034166666666666666666,794.24000,6510,768.00000
1.032500000000000000000,495.60000,6510,480.00000
10.910000000000000000000,436.40000,6510,40.00000
0.909166666666666666666,545.50000,6510,600.00000
1.034166666666666666666,12.41000,6510,12.00000
0.677500000000000000000,48.78000,6510,72.00000
0.677500000000000000000,341.46000,6510,504.00000
0.056458333333333333333,48.78000,6510,72.00000
1.034166666666666666666,521.22000,6510,504.00000
1.034166666666666666666,37.23000,6510,36.00000
0.677500000000000000000,32.52000,6510,48.00000
0.056458333333333333333,195.12000,6510,288.00000
8.130000000000000000000,121.95000,6510,15.00000
0.056458333333333333333,81.30000,6510,120.00000
0.909166666666666666666,163.65000,6510,180.00000
0.677500000000000000000,89.43000,6510,132.00000
1.034166666666666666666,124.10000,6510,120.00000
1.095000000000000000000,197.10000,6510,180.00000
0.605833333333333333333,610.68000,6510,1008.00000
8.130000000000000000000,16.26000,6510,2.00000
0.677500000000000000000,121.95000,6510,180.00000
13.140000000000000000000,52.56000,6510,4.00000
7.270000000000000000000,14.54000,6510,2.00000
0.677500000000000000000,48.78000,6510,72.00000
0.056458333333333333333,81.30000,6510,120.00000
0.605833333333333333333,21.81000,6510,36.00000
0.677500000000000000000,81.30000,6510,120.00000
0.677500000000000000000,32.52000,6510,48.00000
1.032500000000000000000,371.70000,6510,360.00000
8.130000000000000000000,24.39000,6510,3.00000
0.677500000000000000000,138.21000,6510,204.00000
0.909166666666666666666,785.52000,6510,864.00000
0.091250000000000000000,302.22000,6510,276.00000
1.034166666666666666666,74.46000,6510,72.00000
1.034166666666666666666,62.05000,6510,60.00000
1.034166666666666666666,248.20000,6510,240.00000
0.089722222222222222222,516.80000,6510,480.00000
0.091250000000000000000,105.12000,6510,96.00000
1.034166666666666666666,62.05000,6510,60.00000
1.034166666666666666666,6453.20000,6510,6240.00000
0.086180555555555555555,186.15000,6510,180.00000
12.410000000000000000000,186.15000,6510,15.00000
0.086180555555555555555,124.10000,6510,120.00000
1.095000000000000000000,197.10000,6510,180.00000
1.034166666666666666666,124.10000,6510,120.00000
12.410000000000000000000,62.05000,6510,5.00000
1.034166666666666666666,49.64000,6510,48.00000
10.910000000000000000000,174.56000,6510,16.00000
12.410000000000000000000,161.33000,6510,13.00000
1.034166666666666666666,74.46000,6510,72.00000
0.089722222222222222222,219.64000,6510,204.00000
1.034166666666666666666,62.05000,6510,60.00000
1.034166666666666666666,260.61000,6510,252.00000
1.095000000000000000000,131.40000,6510,120.00000
0.091250000000000000000,52.56000,6510,48.00000
0.086041666666666666666,49.56000,6510,48.00000
0.677500000000000000000,170.73000,6510,252.00000
1.076666666666666666666,64.60000,6510,60.00000
0.086041666666666666666,520.38000,6510,504.00000
1.095000000000000000000,65.70000,6510,60.00000
1.034166666666666666666,99.28000,6510,96.00000
1.034166666666666666666,37.23000,6510,36.00000
1.095000000000000000000,78.84000,6510,72.00000
1.034166666666666666666,24.82000,6510,24.00000
12.410000000000000000000,248.20000,6510,20.00000
0.075763888888888888888,120.01000,6510,132.00000
1.095000000000000000000,328.50000,6510,300.00000
1.032500000000000000000,185.85000,6510,180.00000
1.073333333333333333333,128.80000,6510,120.00000
1.034166666666666666666,124.10000,6510,120.00000
12.410000000000000000000,248.20000,6510,20.00000
12.390000000000000000000,136.29000,6510,11.00000
1.076666666666666666666,155.04000,6510,144.00000
0.086180555555555555555,124.10000,6510,120.00000
1.076666666666666666666,64.60000,6510,60.00000
12.410000000000000000000,111.69000,6510,9.00000
1.076666666666666666666,193.80000,6510,180.00000
1.034166666666666666666,521.22000,6510,504.00000
13.140000000000000000000,551.88000,6510,42.00000
1.032500000000000000000,49.56000,6510,48.00000
1.032500000000000000000,123.90000,6510,120.00000
13.140000000000000000000,131.40000,6510,10.00000
1.076666666666666666666,38.76000,6510,36.00000
1.032500000000000000000,185.85000,6510,180.00000
12.410000000000000000000,186.15000,6510,15.00000
0.089722222222222222222,51.68000,6510,48.00000
0.086180555555555555555,310.25000,6510,300.00000
1.034166666666666666666,136.51000,6510,132.00000
12.410000000000000000000,24.82000,6510,2.00000
10.910000000000000000000,54.55000,6510,5.00000
1.034166666666666666666,111.69000,6510,108.00000
1.034166666666666666666,310.25000,6510,300.00000
12.410000000000000000000,74.46000,6510,6.00000
1.034166666666666666666,2482.00000,6510,2400.00000
1.034166666666666666666,620.50000,6510,600.00000
10.910000000000000000000,545.50000,6510,50.00000
1.034166666666666666666,186.15000,6510,180.00000
1.095000000000000000000,118.26000,6510,108.00000
1.095000000000000000000,604.44000,6510,552.00000
0.089722222222222222222,51.68000,6510,48.00000
1.034166666666666666666,86.87000,6510,84.00000
0.089444444444444444444,167.44000,6510,156.00000
12.410000000000000000000,12.41000,6510,1.00000
12.920000000000000000000,38.76000,6510,3.00000
1.032500000000000000000,123.90000,6510,120.00000
0.089722222222222222222,25.84000,6510,24.00000
0.909166666666666666666,7975.21000,6510,8772.00000
1.034166666666666666666,49.64000,6510,48.00000
0.827333333333333333333,49.64000,6510,60.00000
1.095000000000000000000,157.68000,6510,144.00000
10.910000000000000000000,9819.00000,6510,900.00000
0.909166666666666666666,1527.40000,6510,1680.00000
0.909166666666666666666,6415.08000,6510,7056.00000
0.909166666666666666666,654.60000,6510,720.00000
1.034166666666666666666,893.52000,6510,864.00000
12.410000000000000000000,310.25000,6510,25.00000
12.410000000000000000000,1489.20000,6510,120.00000
12.410000000000000000000,248.20000,6510,20.00000
1.073333333333333333333,3760.96000,6510,3504.00000
1.034166666666666666666,74.46000,6510,72.00000
1.095000000000000000000,302.22000,6510,276.00000
12.880000000000000000000,51.52000,6510,4.00000
1.034166666666666666666,124.10000,6510,120.00000
0.677500000000000000000,276.42000,6510,408.00000
1.076666666666666666666,258.40000,6510,240.00000
12.410000000000000000000,124.10000,6510,10.00000
0.909166666666666666666,458.22000,6510,504.00000
1.034166666666666666666,248.20000,6510,240.00000
0.909166666666666666666,185.47000,6510,204.00000
0.091250000000000000000,91.98000,6510,84.00000
1.032500000000000000000,99.12000,6510,96.00000
0.056458333333333333333,40.65000,6510,60.00000
0.089722222222222222222,335.92000,6510,312.00000
0.091250000000000000000,91.98000,6510,84.00000
1.095000000000000000000,91.98000,6510,84.00000
12.920000000000000000000,193.80000,6510,15.00000
1.073333333333333333333,64.40000,6510,60.00000
0.086041666666666666666,123.90000,6510,120.00000
0.909166666666666666666,545.50000,6510,600.00000
1.095000000000000000000,131.40000,6510,120.00000
0.677500000000000000000,48.78000,6510,72.00000
12.410000000000000000000,86.87000,6510,7.00000
1.034166666666666666666,111.69000,6510,108.00000
1.076666666666666666666,3604.68000,6510,3348.00000
8.130000000000000000000,1365.84000,6510,168.00000
8.130000000000000000000,121.95000,6510,15.00000
1.076666666666666666666,25.84000,6510,24.00000
7.270000000000000000000,145.40000,6510,20.00000
1.076666666666666666666,452.20000,6510,420.00000
0.909166666666666666666,327.30000,6510,360.00000
1.034166666666666666666,24.82000,6510,24.00000
0.909166666666666666666,43.64000,6510,48.00000
7.270000000000000000000,50.89000,6510,7.00000
0.909166666666666666666,1331.02000,6510,1464.00000
0.056458333333333333333,81.30000,6510,120.00000
0.086180555555555555555,521.22000,6510,504.00000
7.270000000000000000000,94.51000,6510,13.00000
0.605833333333333333333,36.35000,6510,60.00000
0.605833333333333333333,72.70000,6510,120.00000
0.050486111111111111111,290.80000,6510,480.00000
0.909166666666666666666,1091.00000,6510,1200.00000
12.920000000000000000000,51.68000,6510,4.00000
0.075763888888888888888,54.55000,6510,60.00000
0.605833333333333333333,159.94000,6510,264.00000
7.270000000000000000000,123.59000,6510,17.00000
7.270000000000000000000,36.35000,6510,5.00000
0.050486111111111111111,21.81000,6510,36.00000
0.909166666666666666666,3491.20000,6510,3840.00000
0.605833333333333333333,1454.00000,6510,2400.00000
0.050486111111111111111,14.54000,6510,24.00000
0.605833333333333333333,65.43000,6510,108.00000
1.095000000000000000000,131.40000,6510,120.00000
0.075763888888888888888,654.60000,6510,720.00000
0.909166666666666666666,5455.00000,6510,6000.00000
0.909166666666666666666,2029.26000,6510,2232.00000
0.909166666666666666666,1091.00000,6510,1200.00000
1.034166666666666666666,161.33000,6510,156.00000
1.034166666666666666666,148.92000,6510,144.00000
12.410000000000000000000,310.25000,6510,25.00000
0.086180555555555555555,124.10000,6510,120.00000
0.677500000000000000000,65.04000,6510,96.00000
0.909166666666666666666,414.58000,6510,456.00000
0.089722222222222222222,64.60000,6510,60.00000
0.086180555555555555555,74.46000,6510,72.00000
0.086180555555555555555,74.46000,6510,72.00000
12.410000000000000000000,74.46000,6510,6.00000
10.910000000000000000000,327.30000,6510,30.00000
